routes_id,lat,lng,routes_status_code,uber_pool_distance,uber_pool_duration,uber_pool_high_estimate,uber_pool_low_estimate,uber_x_distance,uber_x_duration,uber_x_high_estimate,uber_x_low_estimate,uber_pool_surge,uber_x_surge,radius
828,42.33426755336285,-71.11239486301314,200,3.74,1140.0,10.0,7.0,3.74,1140.0,17.0,13.0,,,2.75
829,42.33403629222853,-71.11457208263172,200,3.99,1200.0,11.0,7.0,3.99,1200.0,18.0,14.0,,,2.75
830,42.33387083021703,-71.11676025870017,200,3.6,1080.0,10.0,7.0,3.6,1080.0,17.0,13.0,,,2.75
831,42.33377144272357,-71.11895574921536,200,3.58,1080.0,10.0,7.0,3.58,1080.0,17.0,13.0,,,2.75
832,42.33373829516879,-71.12115490000002,200,3.7,1200.0,11.0,7.0,3.7,1200.0,17.0,13.0,,,2.75
833,42.33377144272357,-71.12335405078463,200,3.66,1140.0,11.0,7.0,3.66,1140.0,17.0,13.0,,,2.75
834,42.33387083021703,-71.1255495412998,200,3.83,1260.0,11.0,7.0,3.83,1260.0,18.0,14.0,,,2.75
835,42.33403629222853,-71.12773771736826,200,3.88,1260.0,11.0,7.0,3.88,1260.0,18.0,14.0,,,2.75
836,42.33426755336285,-71.12991493698685,200,4.01,1260.0,11.0,7.0,4.01,1260.0,18.0,14.0,,,2.75
837,42.33456422870868,-71.13207757638838,200,4.48,1320.0,17.0,12.0,4.48,1320.0,17.0,13.0,,,2.75
838,42.33492582447917,-71.13422203607304,200,4.59,1320.0,18.0,13.0,4.59,1320.0,18.0,13.0,,,2.75
839,42.33535173883385,-71.13634474679927,200,4.22,1260.0,11.0,8.0,4.22,1260.0,19.0,15.0,,,2.75
840,42.33584126288033,-71.1384421755246,200,4.45,1380.0,15.0,10.0,4.45,1380.0,15.0,11.0,,,2.75
841,42.33639358185412,-71.14051083128584,200,4.33,1260.0,13.0,9.0,4.33,1260.0,13.0,10.0,,,2.75
842,42.33700777647479,-71.14254727100972,200,5.87,1380.0,16.0,12.0,5.87,1380.0,17.0,13.0,,,2.75
843,42.33768282447604,-71.14454810524323,200,4.31,1260.0,14.0,10.0,4.31,1260.0,14.0,11.0,,,2.75
844,42.338417602307075,-71.14651000379526,200,5.43,1200.0,15.0,11.0,5.43,1200.0,16.0,12.0,,,2.75
845,42.339210887002686,-71.14842970127933,200,5.51,1260.0,16.0,11.0,5.51,1260.0,16.0,12.0,,,2.75
846,42.340061358218826,-71.15030400254837,200,5.48,1260.0,13.0,9.0,5.48,1260.0,21.0,16.0,,,2.75
847,42.34096760043007,-71.15212978801293,200,5.01,1080.0,12.0,8.0,5.01,1080.0,19.0,15.0,,,2.75
848,42.34192810528569,-71.15390401883326,200,4.91,1020.0,12.0,8.0,4.91,1020.0,19.0,14.0,,,2.75
849,42.34294127412015,-71.15562374197731,200,5.14,1080.0,12.0,8.0,5.14,1080.0,19.0,15.0,,,2.75
850,42.344005420613904,-71.15728609513556,200,4.5,1020.0,11.0,8.0,4.5,1020.0,18.0,14.0,,,2.75
851,42.345118773600156,-71.15888831148526,200,4.49,1020.0,11.0,8.0,4.49,1020.0,18.0,14.0,,,2.75
852,42.34627948001272,-71.16042772429546,200,4.49,1020.0,12.0,8.0,4.49,1020.0,18.0,14.0,,,2.75
853,42.34748560797031,-71.16190177136541,200,4.59,1080.0,12.0,8.0,4.59,1080.0,18.0,14.0,,,2.75
854,42.348735149991995,-71.16330799928922,200,3.98,840.0,11.0,7.0,3.98,840.0,16.0,12.0,,,2.75
855,42.35002602633839,-71.16464406753933,200,3.9,780.0,10.0,7.0,3.9,780.0,16.0,12.0,,,2.75
856,42.35135608847321,-71.16590775236196,200,3.85,720.0,10.0,7.0,3.85,720.0,16.0,12.0,,,2.75
857,42.35272312263929,-71.1670969504785,200,3.96,780.0,10.0,7.0,3.96,780.0,16.0,12.0,,,2.75
858,42.35412485354317,-71.16820968258598,200,3.93,780.0,10.0,7.0,3.93,780.0,16.0,12.0,,,2.75
859,42.35555894814211,-71.16924409665164,200,3.83,660.0,10.0,7.0,3.83,660.0,15.0,12.0,,,2.75
860,42.357023019527176,-71.17019847099536,200,3.92,720.0,14.0,9.0,3.92,720.0,15.0,12.0,,,2.75
861,42.358514630896,-71.17107121715522,200,3.77,660.0,13.0,9.0,3.77,660.0,14.0,11.0,,,2.75
862,42.36003129960873,-71.17186088253138,200,3.92,660.0,13.0,9.0,3.92,660.0,15.0,11.0,,,2.75
863,42.361570501319925,-71.17256615280374,200,3.99,660.0,13.0,9.0,3.99,660.0,15.0,11.0,,,2.75
864,42.36312967418025,-71.17318585411955,200,3.97,660.0,13.0,9.0,3.97,660.0,15.0,11.0,,,2.75
865,42.364706223100356,-71.17371895504712,200,4.08,720.0,14.0,9.0,4.08,720.0,15.0,12.0,,,2.75
866,42.366297524070156,-71.17416456829255,200,3.26,780.0,13.0,9.0,3.26,780.0,14.0,11.0,,,2.75
867,42.36790092852622,-71.17452195217663,200,3.09,780.0,13.0,9.0,3.09,780.0,14.0,10.0,,,2.75
868,42.369513767760075,-71.17479051186908,200,3.08,720.0,12.0,8.0,3.08,720.0,14.0,10.0,,,2.75
869,42.37113335736,-71.17496980037883,200,3.18,720.0,13.0,9.0,3.18,720.0,15.0,11.0,,,2.75
870,42.372757001678906,-71.17505951929785,200,3.21,780.0,13.0,9.0,3.21,780.0,15.0,11.0,,,2.75
871,42.3743819983211,-71.17505951929785,200,3.26,780.0,13.0,9.0,3.26,780.0,15.0,11.0,,,2.75
872,42.37600564264002,-71.17496980037883,200,3.3,720.0,14.0,10.0,3.3,720.0,15.0,11.0,,,2.75
873,42.37762523223993,-71.17479051186908,200,2.97,660.0,13.0,9.0,2.97,660.0,14.0,10.0,,,2.75
874,42.37923807147378,-71.17452195217663,200,2.92,660.0,13.0,9.0,2.92,660.0,13.0,10.0,,,2.75
875,42.38084147592985,-71.17416456829255,200,2.98,720.0,13.0,9.0,2.98,720.0,14.0,10.0,,,2.75
876,42.38243277689965,-71.17371895504712,200,3.13,660.0,13.0,9.0,3.13,660.0,14.0,10.0,,,2.75
877,42.38400932581976,-71.17318585411955,200,3.3,720.0,13.0,9.0,3.3,720.0,14.0,10.0,,,2.75
878,42.38556849868008,-71.17256615280374,200,3.26,720.0,13.0,9.0,3.26,720.0,14.0,10.0,,,2.75
879,42.38710770039128,-71.17186088253138,200,3.2,660.0,13.0,9.0,3.2,660.0,14.0,10.0,,,2.75
880,42.388624369104,-71.17107121715522,200,3.22,660.0,13.0,9.0,3.22,660.0,14.0,10.0,,,2.75
881,42.39011598047285,-71.17019847099536,200,3.3,660.0,13.0,9.0,3.3,660.0,14.0,10.0,,,2.75
882,42.39158005185789,-71.16924409665164,200,3.24,660.0,13.0,9.0,3.24,660.0,14.0,10.0,,,2.75
883,42.39301414645684,-71.16820968258598,200,3.33,660.0,13.0,9.0,3.33,660.0,14.0,11.0,,,2.75
884,42.39441587736072,-71.1670969504785,200,3.46,720.0,14.0,10.0,3.46,720.0,15.0,11.0,,,2.75
885,42.3957829115268,-71.16590775236196,200,3.45,720.0,14.0,10.0,3.45,720.0,14.0,11.0,,,2.75
886,42.397112973661606,-71.16464406753933,200,3.63,900.0,15.0,10.0,3.63,900.0,15.0,12.0,,,2.75
887,42.398403850008,-71.16330799928922,200,3.46,720.0,14.0,9.0,3.46,720.0,14.0,11.0,,,2.75
888,42.399653392029684,-71.16190177136541,200,3.45,720.0,13.0,9.0,3.45,720.0,14.0,10.0,,,2.75
889,42.400859519987286,-71.16042772429546,200,3.76,840.0,15.0,10.0,3.76,840.0,15.0,12.0,,,2.75
890,42.40202022639985,-71.15888831148526,200,3.67,780.0,14.0,10.0,3.67,780.0,15.0,11.0,,,2.75
891,42.40313357938609,-71.15728609513556,200,3.55,780.0,14.0,10.0,3.55,780.0,15.0,11.0,,,2.75
892,42.404197725879854,-71.15562374197731,200,3.62,720.0,14.0,10.0,3.62,720.0,15.0,11.0,,,2.75
893,42.40521089471432,-71.15390401883326,200,3.68,780.0,14.0,10.0,3.68,780.0,15.0,11.0,,,2.75
894,42.406171399569935,-71.15212978801293,200,3.82,840.0,15.0,10.0,3.82,840.0,16.0,12.0,,,2.75
895,42.40707764178118,-71.15030400254837,200,3.94,840.0,15.0,11.0,3.94,840.0,16.0,12.0,,,2.75
896,42.40792811299731,-71.14842970127933,200,4.13,900.0,16.0,11.0,4.13,900.0,17.0,13.0,,,2.75
897,42.408721397692936,-71.14651000379526,200,4.36,960.0,16.0,11.0,4.36,960.0,17.0,13.0,,,2.75
898,42.40945617552397,-71.14454810524323,200,4.41,900.0,16.0,11.0,4.41,900.0,17.0,13.0,,,2.75
899,42.41013122352521,-71.14254727100972,200,4.45,960.0,16.0,12.0,4.45,960.0,17.0,13.0,,,2.75
900,42.41074541814589,-71.14051083128584,200,3.33,900.0,15.0,10.0,3.33,900.0,15.0,12.0,,,2.75
901,42.41129773711968,-71.1384421755246,200,3.33,900.0,14.0,10.0,3.33,900.0,15.0,12.0,,,2.75
902,42.41178726116614,-71.13634474679927,200,3.36,900.0,15.0,10.0,3.36,900.0,15.0,12.0,,,2.75
903,42.41221317552083,-71.13422203607304,200,3.36,900.0,14.0,10.0,3.36,900.0,15.0,12.0,,,2.75
904,42.412574771291325,-71.13207757638838,200,3.41,900.0,15.0,10.0,3.41,900.0,15.0,12.0,,,2.75
905,42.41287144663716,-71.12991493698685,200,3.44,900.0,15.0,10.0,3.44,900.0,16.0,12.0,,,2.75
906,42.41310270777149,-71.12773771736826,200,3.47,900.0,15.0,10.0,3.47,900.0,15.0,12.0,,,2.75
907,42.413268169782974,-71.1255495412998,200,3.43,900.0,15.0,10.0,3.43,900.0,16.0,12.0,,,2.75
908,42.41336755727644,-71.12335405078463,200,3.41,960.0,15.0,10.0,3.41,960.0,15.0,12.0,,,2.75
909,42.413400704831204,-71.12115490000002,200,3.37,900.0,15.0,10.0,3.37,900.0,16.0,12.0,,,3.0
910,42.41699133752043,-71.118955651752,200,3.67,960.0,15.0,11.0,3.67,960.0,16.0,12.0,,,3.0
911,42.41690022222252,-71.11675947935154,200,3.86,1020.0,16.0,11.0,3.86,1020.0,16.0,13.0,,,3.0
912,42.416748504991496,-71.1145694543443,200,3.93,1080.0,16.0,11.0,3.93,1080.0,17.0,13.0,,,3.0
913,42.41653639801759,-71.11238863967831,200,3.74,1080.0,16.0,11.0,3.74,1080.0,17.0,13.0,,,3.0
914,42.416264197951605,-71.11022008542004,200,4.26,1140.0,17.0,12.0,4.26,1140.0,18.0,14.0,,,3.0
915,42.41593228548994,-71.10806682448873,200,4.91,1140.0,18.0,13.0,4.91,1140.0,19.0,15.0,,,3.0
916,42.415541124842186,-71.10593186841447,200,4.82,1080.0,17.0,13.0,4.82,1080.0,19.0,14.0,,,3.0
917,42.41509126308189,-71.10381820312641,200,4.6,1260.0,18.0,13.0,4.6,1260.0,19.0,15.0,,,3.0
918,42.41458332938139,-71.10172878477657,200,4.79,1260.0,18.0,13.0,4.79,1260.0,19.0,15.0,,,3.0
919,42.4140180341319,-71.09966653560544,200,4.82,1260.0,18.0,13.0,4.82,1260.0,19.0,15.0,,,3.0
920,42.41339616794994,-71.09763433985495,200,4.93,1260.0,18.0,13.0,4.93,1260.0,19.0,15.0,,,3.0
921,42.4127186005716,-71.09563503973466,200,5.09,1260.0,12.0,8.0,5.09,1260.0,16.0,13.0,,,3.0
922,42.41198627963612,-71.09367143144651,200,4.65,1380.0,12.0,8.0,4.65,1380.0,16.0,12.0,,,3.0
923,42.411200229360546,-71.09174626127427,200,4.46,1320.0,11.0,8.0,4.46,1320.0,16.0,12.0,,,3.0
924,42.41036154910727,-71.08986222174252,200,4.62,1320.0,11.0,8.0,4.62,1320.0,16.0,12.0,,,3.0
925,42.409471411846475,-71.08802194785089,200,4.76,1260.0,11.0,8.0,4.76,1260.0,16.0,12.0,,,3.0
926,42.40853106251559,-71.08622801338885,200,4.55,1500.0,12.0,8.0,4.55,1500.0,16.0,12.0,,,3.0
927,42.40754181627818,-71.08448292733591,200,4.41,1380.0,12.0,8.0,4.41,1380.0,16.0,12.0,,,3.0
928,42.406505056684594,-71.08278913035275,200,4.59,1560.0,12.0,8.0,4.59,1560.0,17.0,13.0,,,3.0
929,42.40542223373682,-71.08114899136761,200,4.21,1320.0,11.0,8.0,4.21,1320.0,16.0,12.0,,,3.0
930,42.40429486186071,-71.07956480426314,200,4.18,1260.0,11.0,7.0,4.18,1260.0,16.0,12.0,,,3.0
931,42.40312451778775,-71.07803878466827,200,4.27,1320.0,11.0,8.0,4.27,1320.0,16.0,12.0,,,3.0
932,42.40191283834993,-71.07657306685941,200,4.76,1500.0,12.0,8.0,4.76,1500.0,17.0,13.0,,,3.0
933,42.400661518190546,-71.07516970077539,200,4.86,1440.0,12.0,8.0,4.86,1440.0,17.0,13.0,,,3.0
934,42.399372307393975,-71.07383064915064,200,4.39,1260.0,14.0,9.0,4.39,1260.0,13.0,10.0,,,3.0
935,42.3980470090381,-71.07255778476991,200,4.3,1200.0,13.0,9.0,4.3,1200.0,13.0,10.0,,,3.0
936,42.39668747667249,-71.07135288784912,200,4.25,1260.0,13.0,9.0,4.25,1260.0,13.0,10.0,,,3.0
937,42.395295611726105,-71.07021764354559,200,4.2,1140.0,13.0,9.0,4.2,1140.0,13.0,9.0,,,3.0
938,42.393873360847934,-71.06915363960113,200,3.79,1080.0,11.0,7.0,3.79,1080.0,17.0,13.0,,,3.0
939,42.39242271318442,-71.06816236412146,200,3.73,1080.0,12.0,8.0,3.73,1080.0,12.0,9.0,,,3.0
940,42.39094569759751,-71.06724520349495,200,3.66,1080.0,11.0,7.0,3.66,1080.0,17.0,13.0,,,3.0
941,42.38944437982703,-71.0664034404537,200,3.6,1020.0,12.0,8.0,3.6,1020.0,11.0,8.0,,,3.0
942,42.38792085960167,-71.06563825227943,200,3.48,1080.0,12.0,8.0,3.48,1080.0,12.0,9.0,,,3.0
943,42.3863772677022,-71.064950709157,200,3.5,1080.0,12.0,8.0,3.5,1080.0,12.0,9.0,,,3.0
944,42.38481576298149,-71.06434177267762,200,3.79,1140.0,12.0,8.0,3.79,1140.0,12.0,9.0,,,3.0
945,42.38323852934507,-71.06381229449403,200,3.66,1080.0,10.0,7.0,3.66,1080.0,16.0,12.0,,,3.0
946,42.381647772696816,-71.06336301512934,200,3.37,1020.0,11.0,7.0,3.37,1020.0,17.0,13.0,,,3.0
947,42.38004571785371,-71.06299456294136,200,3.45,1020.0,11.0,7.0,3.45,1020.0,16.0,12.0,,,3.0
948,42.37843460543436,-71.0627074532438,200,5.15,1260.0,12.0,8.0,5.15,1260.0,19.0,15.0,,,3.0
949,42.376816688725135,-71.06250208758554,200,3.75,1140.0,11.0,7.0,3.75,1140.0,17.0,13.0,,,3.0
950,42.37519423052885,-71.06237875318902,200,3.81,1200.0,11.0,7.0,3.81,1200.0,17.0,13.0,,,3.0
951,42.3735695,-71.06233762254855,200,5.03,1140.0,12.0,8.0,5.03,1140.0,19.0,15.0,,,3.0
952,42.371944769471156,-71.06237875318902,200,5.15,1260.0,13.0,9.0,5.15,1260.0,20.0,16.0,,,3.0
953,42.37032231127488,-71.06250208758554,200,4.34,1200.0,12.0,8.0,4.34,1200.0,19.0,14.0,,,3.0
954,42.36870439456565,-71.0627074532438,200,7.06,1320.0,22.0,16.0,7.06,1320.0,23.0,18.0,,,3.0
955,42.367093282146286,-71.06299456294136,200,3.79,1020.0,16.0,11.0,3.79,1020.0,16.0,13.0,,,3.0
956,42.3654912273032,-71.06336301512934,200,3.66,1020.0,16.0,11.0,3.66,1020.0,16.0,12.0,,,3.0
957,42.36390047065493,-71.06381229449403,200,3.72,1140.0,16.0,11.0,3.72,1140.0,17.0,13.0,,,3.0
958,42.36232323701852,-71.06434177267762,200,3.53,1020.0,15.0,11.0,3.53,1020.0,16.0,12.0,,,3.0
959,42.360761732297796,-71.064950709157,200,3.5,1140.0,17.0,12.0,3.5,1140.0,17.0,13.0,,,3.0
960,42.359218140398326,-71.06563825227943,200,3.37,960.0,16.0,11.0,3.37,960.0,16.0,12.0,,,3.0
961,42.35769462017297,-71.0664034404537,200,3.45,1020.0,16.0,12.0,3.45,1020.0,16.0,12.0,,,3.0
962,42.35619330240249,-71.06724520349495,200,3.42,1020.0,17.0,12.0,3.42,1020.0,16.0,13.0,,,3.0
963,42.354716286815574,-71.06816236412146,200,5.28,1200.0,21.0,15.0,5.28,1200.0,21.0,16.0,,,3.0
964,42.35326563915207,-71.06915363960113,200,5.21,1140.0,20.0,15.0,5.21,1140.0,20.0,16.0,,,3.0
965,42.35184338827389,-71.07021764354559,200,5.0,1080.0,20.0,15.0,5.0,1080.0,20.0,16.0,,,3.0
966,42.35045152332751,-71.07135288784912,200,4.85,1020.0,16.0,11.0,4.85,1020.0,18.0,14.0,,,3.0
967,42.3490919909619,-71.07255778476991,200,4.73,960.0,16.0,11.0,4.73,960.0,18.0,14.0,,,3.0
968,42.34776669260602,-71.07383064915064,200,4.69,960.0,16.0,11.0,4.69,960.0,18.0,13.0,,,3.0
969,42.34647748180945,-71.07516970077539,200,4.62,960.0,16.0,11.0,4.62,960.0,17.0,13.0,,,3.0
970,42.345226161650075,-71.07657306685941,200,4.95,1140.0,15.0,11.0,4.95,1140.0,16.0,12.0,,,3.0
971,42.344014482212266,-71.07803878466827,200,5.0,1080.0,15.0,11.0,5.0,1080.0,16.0,13.0,,,3.0
972,42.3428441381393,-71.07956480426314,200,4.97,1140.0,15.0,11.0,4.97,1140.0,16.0,13.0,,,3.0
973,42.34171676626318,-71.08114899136761,200,5.52,1260.0,19.0,14.0,5.52,1260.0,20.0,15.0,,,3.0
974,42.34063394331542,-71.08278913035275,200,5.41,1140.0,18.0,13.0,5.41,1140.0,18.0,14.0,,,3.0
975,42.33959718372182,-71.08448292733591,200,5.51,1260.0,15.0,11.0,5.51,1260.0,16.0,12.0,,,3.0
976,42.33860793748442,-71.08622801338885,200,5.66,1200.0,15.0,11.0,5.66,1200.0,16.0,12.0,,,3.0
977,42.33766758815353,-71.08802194785089,200,5.38,1020.0,15.0,10.0,5.38,1020.0,16.0,12.0,,,3.0
978,42.336777450892725,-71.08986222174252,200,5.32,1020.0,14.0,10.0,5.32,1020.0,16.0,12.0,,,3.0
979,42.335938770639466,-71.09174626127427,200,5.88,1200.0,15.0,11.0,5.88,1200.0,17.0,13.0,,,3.0
980,42.33515272036389,-71.09367143144651,200,5.59,1080.0,16.0,12.0,5.59,1080.0,16.0,12.0,,,3.0
981,42.334420399428396,-71.09563503973466,200,5.57,1080.0,16.0,11.0,5.57,1080.0,16.0,12.0,,,3.0
982,42.33374283205006,-71.09763433985495,200,3.72,1140.0,14.0,10.0,3.72,1140.0,14.0,10.0,,,3.0
983,42.3331209658681,-71.09966653560544,200,3.78,1200.0,14.0,10.0,3.78,1200.0,14.0,11.0,,,3.0
984,42.33255567061861,-71.10172878477657,200,3.0,360.0,14.0,10.0,3.0,360.0,14.0,10.0,,,3.0
985,42.33204773691811,-71.10381820312641,200,3.9,1260.0,16.0,12.0,3.9,1260.0,16.0,12.0,,,3.0
986,42.33159787515782,-71.10593186841447,200,4.03,1260.0,15.0,11.0,4.03,1260.0,15.0,11.0,,,3.0
987,42.33120671451007,-71.10806682448873,200,4.11,1320.0,11.0,7.0,4.11,1320.0,18.0,14.0,,,3.0
988,42.330874802048406,-71.11022008542004,200,4.14,1320.0,11.0,7.0,4.14,1320.0,18.0,14.0,,,3.0
989,42.33060260198242,-71.11238863967831,200,4.25,1260.0,11.0,7.0,4.25,1260.0,18.0,14.0,,,3.0
990,42.33039049500852,-71.1145694543443,200,3.98,1200.0,11.0,7.0,3.98,1200.0,18.0,14.0,,,3.0
991,42.33023877777747,-71.11675947935154,200,4.04,1260.0,11.0,7.0,4.04,1260.0,18.0,14.0,,,3.0
992,42.330147662479575,-71.118955651752,200,3.93,1320.0,11.0,7.0,3.93,1320.0,18.0,14.0,,,3.0
993,42.33011727654778,-71.12115490000002,200,3.96,1320.0,11.0,7.0,3.96,1320.0,18.0,14.0,,,3.0
994,42.330147662479575,-71.12335414824798,200,4.07,1380.0,11.0,8.0,4.07,1380.0,19.0,15.0,,,3.0
995,42.33023877777747,-71.12555032064844,200,4.35,1260.0,11.0,8.0,4.35,1260.0,19.0,15.0,,,3.0
996,42.33039049500852,-71.12774034565567,200,4.04,1320.0,11.0,7.0,4.04,1320.0,19.0,14.0,,,3.0
997,42.33060260198242,-71.12992116032167,200,4.17,1320.0,17.0,12.0,4.17,1320.0,17.0,13.0,,,3.0
998,42.330874802048406,-71.13208971457993,200,4.29,1260.0,17.0,12.0,4.29,1260.0,17.0,13.0,,,3.0
999,42.33120671451007,-71.13424297551127,200,4.5,1380.0,18.0,13.0,4.5,1380.0,17.0,13.0,,,3.0
1000,42.33159787515782,-71.13637793158551,200,4.58,1380.0,18.0,13.0,4.58,1380.0,18.0,13.0,,,3.0
1001,42.33204773691811,-71.13849159687358,200,4.69,1320.0,18.0,13.0,4.69,1320.0,18.0,13.0,,,3.0
1002,42.33255567061861,-71.14058101522342,200,4.8,1320.0,18.0,13.0,4.8,1320.0,18.0,14.0,,,3.0
1003,42.3331209658681,-71.14264326439455,200,4.6,1320.0,18.0,13.0,4.6,1320.0,18.0,13.0,,,3.0
1004,42.33374283205006,-71.14467546014504,200,4.54,1320.0,17.0,12.0,4.54,1320.0,17.0,13.0,,,3.0
1005,42.334420399428396,-71.14667476026534,200,4.65,1320.0,17.0,13.0,4.65,1320.0,17.0,13.0,,,3.0
1006,42.33515272036389,-71.14863836855349,200,4.74,1380.0,18.0,13.0,4.74,1380.0,18.0,14.0,,,3.0
1007,42.335938770639466,-71.15056353872572,200,5.41,1320.0,19.0,13.0,5.41,1320.0,19.0,14.0,,,3.0
1008,42.336777450892725,-71.15244757825747,200,5.29,1140.0,18.0,13.0,5.29,1140.0,18.0,14.0,,,3.0
1009,42.33766758815353,-71.1542878521491,200,5.37,1140.0,18.0,13.0,5.37,1140.0,18.0,14.0,,,3.0
1010,42.33860793748442,-71.15608178661114,200,5.26,1140.0,12.0,8.0,5.26,1140.0,20.0,15.0,,,3.0
1011,42.33959718372182,-71.15782687266406,200,5.14,1020.0,12.0,8.0,5.14,1020.0,19.0,15.0,,,3.0
1012,42.34063394331542,-71.15952066964724,200,4.71,1020.0,12.0,8.0,4.71,1020.0,18.0,14.0,,,3.0
1013,42.34171676626318,-71.16116080863237,200,4.76,1080.0,12.0,8.0,4.76,1080.0,19.0,14.0,,,3.0
1014,42.3428441381393,-71.16274499573684,200,4.79,1080.0,12.0,8.0,4.79,1080.0,19.0,14.0,,,3.0
1015,42.344014482212266,-71.16427101533172,200,5.38,1200.0,13.0,9.0,5.38,1200.0,20.0,16.0,,,3.0
1016,42.345226161650075,-71.16573673314059,200,4.92,1080.0,12.0,8.0,4.92,1080.0,19.0,15.0,,,3.0
1017,42.34647748180945,-71.1671400992246,200,4.41,900.0,11.0,7.0,4.41,900.0,17.0,13.0,,,3.0
1018,42.34776669260602,-71.16847915084934,200,4.31,900.0,11.0,7.0,4.31,900.0,17.0,13.0,,,3.0
1019,42.3490919909619,-71.16975201523009,200,4.48,960.0,11.0,8.0,4.48,960.0,18.0,14.0,,,3.0
1020,42.35045152332751,-71.17095691215088,200,4.14,840.0,11.0,7.0,4.14,840.0,16.0,13.0,,,3.0
1021,42.35184338827389,-71.17209215645441,200,4.16,840.0,11.0,7.0,4.16,840.0,16.0,13.0,,,3.0
1022,42.35326563915207,-71.17315616039886,200,4.29,840.0,11.0,7.0,4.29,840.0,17.0,13.0,,,3.0
1023,42.354716286815574,-71.17414743587854,200,4.43,900.0,11.0,7.0,4.43,900.0,17.0,13.0,,,3.0
1024,42.35619330240249,-71.17506459650501,200,4.57,900.0,11.0,7.0,4.57,900.0,17.0,13.0,,,3.0
1025,42.35769462017297,-71.17590635954627,200,4.72,900.0,15.0,11.0,4.72,900.0,17.0,13.0,,,3.0
1026,42.359218140398326,-71.17667154772055,200,4.06,660.0,14.0,9.0,4.06,660.0,15.0,11.0,,,3.0
1027,42.360761732297796,-71.17735909084298,200,4.36,840.0,15.0,10.0,4.36,840.0,16.0,13.0,,,3.0
1028,42.36232323701852,-71.17796802732236,200,4.27,780.0,14.0,10.0,4.27,780.0,16.0,12.0,,,3.0
1029,42.36390047065493,-71.17849750550596,200,4.22,780.0,14.0,10.0,4.22,780.0,16.0,12.0,,,3.0
1030,42.3654912273032,-71.17894678487065,200,4.33,840.0,14.0,10.0,4.33,840.0,16.0,12.0,,,3.0
1031,42.367093282146286,-71.17931523705862,200,3.28,780.0,13.0,9.0,3.28,780.0,14.0,11.0,,,3.0
1032,42.36870439456565,-71.1796023467562,200,3.29,780.0,13.0,9.0,3.29,780.0,14.0,11.0,,,3.0
1033,42.37032231127488,-71.17980771241443,200,3.36,780.0,14.0,9.0,3.36,780.0,15.0,11.0,,,3.0
1034,42.371944769471156,-71.17993104681095,200,3.5,780.0,14.0,9.0,3.5,780.0,15.0,12.0,,,3.0
1035,42.3735695,-71.17997217745145,200,3.5,780.0,15.0,10.0,3.5,780.0,15.0,12.0,,,3.0
1036,42.37519423052885,-71.17993104681095,200,3.42,780.0,14.0,10.0,3.42,780.0,15.0,11.0,,,3.0
1037,42.376816688725135,-71.17980771241443,200,3.34,780.0,14.0,10.0,3.34,780.0,15.0,11.0,,,3.0
1038,42.37843460543436,-71.1796023467562,200,3.25,720.0,14.0,10.0,3.25,720.0,14.0,11.0,,,3.0
1039,42.38004571785371,-71.17931523705862,200,3.18,720.0,13.0,9.0,3.18,720.0,14.0,11.0,,,3.0
1040,42.381647772696816,-71.17894678487065,200,3.2,720.0,14.0,9.0,3.2,720.0,14.0,11.0,,,3.0
1041,42.38323852934507,-71.17849750550596,200,3.27,720.0,14.0,10.0,3.27,720.0,14.0,11.0,,,3.0
1042,42.38481576298149,-71.17796802732236,200,3.47,720.0,14.0,10.0,3.47,720.0,15.0,11.0,,,3.0
1043,42.3863772677022,-71.17735909084298,200,3.41,720.0,14.0,9.0,3.41,720.0,14.0,11.0,,,3.0
1044,42.38792085960167,-71.17667154772055,200,3.54,720.0,14.0,9.0,3.54,720.0,14.0,11.0,,,3.0
1045,42.38944437982703,-71.17590635954627,200,3.64,720.0,14.0,10.0,3.64,720.0,15.0,11.0,,,3.0
1046,42.39094569759751,-71.17506459650501,200,3.66,720.0,14.0,10.0,3.66,720.0,15.0,11.0,,,3.0
1047,42.39242271318442,-71.17414743587854,200,3.76,720.0,14.0,10.0,3.76,720.0,15.0,11.0,,,3.0
1048,42.393873360847934,-71.17315616039886,200,3.66,780.0,14.0,10.0,3.66,780.0,15.0,11.0,,,3.0
1049,42.395295611726105,-71.17209215645441,200,3.56,660.0,13.0,9.0,3.56,660.0,14.0,11.0,,,3.0
1050,42.39668747667249,-71.17095691215088,200,3.88,780.0,14.0,10.0,3.88,780.0,15.0,11.0,,,3.0
1051,42.3980470090381,-71.16975201523009,200,3.84,780.0,14.0,10.0,3.84,780.0,15.0,11.0,,,3.0
1052,42.399372307393975,-71.16847915084934,200,3.83,780.0,14.0,10.0,3.83,780.0,15.0,12.0,,,3.0
1053,42.400661518190546,-71.1671400992246,200,3.77,840.0,15.0,10.0,3.77,840.0,15.0,12.0,,,3.0
1054,42.40191283834993,-71.16573673314059,200,3.71,780.0,14.0,10.0,3.71,780.0,15.0,11.0,,,3.0
1055,42.40312451778775,-71.16427101533172,200,3.77,780.0,14.0,10.0,3.77,780.0,15.0,11.0,,,3.0
1056,42.40429486186071,-71.16274499573684,200,3.88,780.0,15.0,10.0,3.88,780.0,15.0,12.0,,,3.0
1057,42.40542223373682,-71.16116080863237,200,3.8,780.0,15.0,10.0,3.8,780.0,15.0,12.0,,,3.0
