routes_id,lat,lng,routes_status_code,uber_pool_distance,uber_pool_duration,uber_pool_high_estimate,uber_pool_low_estimate,uber_x_distance,uber_x_duration,uber_x_high_estimate,uber_x_low_estimate,uber_pool_surge,uber_x_surge,radius
3655,42.30696414166989,-71.05347645351867,200,9.28,1320.0,23.0,17.0,9.28,1320.0,23.0,18.0,,,5.75
3656,42.30600126168133,-71.055248469999,200,8.88,1260.0,22.0,17.0,8.88,1260.0,23.0,18.0,,,5.75
3657,42.305064107961904,-71.05704558002327,200,9.91,1380.0,24.0,18.0,9.91,1380.0,24.0,19.0,,,5.75
3658,42.30415303732825,-71.05886709935082,200,10.02,1320.0,24.0,18.0,10.02,1320.0,24.0,19.0,,,5.75
3659,42.303268396665935,-71.0607123344473,200,10.33,1440.0,25.0,19.0,10.33,1440.0,25.0,20.0,,,5.75
3660,42.302410522797494,-71.0625805827486,200,10.59,1500.0,25.0,19.0,10.59,1500.0,26.0,20.0,,,5.75
3661,42.30157974235409,-71.06447113292855,200,10.82,1620.0,26.0,20.0,10.82,1620.0,27.0,21.0,,,5.75
3662,42.30077637165122,-71.06638326516962,200,10.64,1620.0,26.0,20.0,10.64,1620.0,26.0,21.0,,,5.75
3663,42.30000071656832,-71.068316251437,200,10.71,1620.0,26.0,20.0,10.71,1620.0,26.0,21.0,,,5.75
3664,42.29925307243213,-71.07026935575583,200,10.81,1620.0,26.0,20.0,10.81,1620.0,27.0,21.0,,,5.75
3665,42.298533723904455,-71.07224183449141,200,10.93,1680.0,27.0,20.0,10.93,1680.0,27.0,21.0,,,5.75
3666,42.29784294487362,-71.07423293663228,200,11.09,1800.0,27.0,21.0,11.09,1800.0,28.0,22.0,,,5.75
3667,42.29718099835032,-71.0762419040763,200,11.3,1800.0,28.0,21.0,11.3,1800.0,28.0,22.0,,,5.75
3668,42.296548136367385,-71.07826797191913,200,10.32,2220.0,28.0,21.0,10.32,2220.0,28.0,22.0,,,5.75
3669,42.295944599883825,-71.08031036874553,200,8.82,2040.0,24.0,18.0,8.82,2040.0,25.0,19.0,,,5.75
3670,42.295370618693156,-71.08236831692317,200,8.91,2160.0,25.0,19.0,8.91,2160.0,25.0,20.0,,,5.75
3671,42.29482641133587,-71.08444103289851,200,9.06,2100.0,25.0,19.0,9.06,2100.0,25.0,20.0,,,5.75
3672,42.29431218501617,-71.08652772749531,200,8.95,2100.0,25.0,18.0,8.95,2100.0,25.0,19.0,,,5.75
3673,42.29382813552317,-71.08862760621507,200,8.94,2100.0,25.0,18.0,8.94,2100.0,25.0,19.0,,,5.75
3674,42.293374447156296,-71.09073986953942,200,8.75,2160.0,25.0,18.0,8.75,2160.0,25.0,19.0,,,5.75
3675,42.29295129265513,-71.09286371323465,200,8.34,2040.0,24.0,18.0,8.34,2040.0,24.0,19.0,,,5.75
3676,42.292558833133626,-71.09499832865791,200,8.21,1740.0,23.0,17.0,8.21,1740.0,23.0,18.0,,,5.75
3677,42.29219721801879,-71.097142903065,200,7.92,1800.0,19.0,14.0,7.92,1800.0,26.0,21.0,,,5.75
3678,42.29186658499377,-71.09929661991998,200,7.97,1860.0,20.0,14.0,7.97,1860.0,27.0,21.0,,,5.75
3679,42.291567059945436,-71.10145865920587,200,8.32,1920.0,20.0,15.0,8.32,1920.0,28.0,22.0,,,5.75
3680,42.29129875691647,-71.10362819773707,200,8.26,1800.0,20.0,14.0,8.26,1800.0,27.0,21.0,,,5.75
3681,42.29106177806189,-71.10580440947255,200,7.96,1920.0,20.0,14.0,7.96,1920.0,27.0,21.0,,,5.75
3682,42.29085621361021,-71.10798646583062,200,8.0,1920.0,20.0,15.0,8.0,1920.0,27.0,21.0,,,5.75
3683,42.29068214182907,-71.11017353600424,200,7.6,1740.0,19.0,14.0,7.6,1740.0,26.0,20.0,,,5.75
3684,42.290539628995454,-71.11236478727731,200,7.64,1860.0,19.0,14.0,7.64,1860.0,26.0,20.0,,,5.75
3685,42.29042872937039,-71.11455938534188,200,7.55,1800.0,19.0,14.0,7.55,1800.0,26.0,20.0,,,5.75
3686,42.29034948517835,-71.11675649461571,200,7.55,1800.0,19.0,14.0,7.55,1800.0,26.0,20.0,,,5.75
3687,42.290301926591184,-71.11895527856042,200,7.56,1740.0,19.0,14.0,7.56,1740.0,26.0,20.0,,,5.75
3688,42.29028607171657,-71.12115490000002,200,7.63,1680.0,19.0,14.0,7.63,1680.0,25.0,20.0,,,5.75
3689,42.290301926591184,-71.12335452143957,200,7.58,1740.0,19.0,14.0,7.58,1740.0,25.0,20.0,,,5.75
3690,42.29034948517835,-71.12555330538426,200,7.77,1740.0,19.0,14.0,7.77,1740.0,26.0,20.0,,,5.75
3691,42.29042872937039,-71.12775041465811,200,7.65,1740.0,19.0,14.0,7.65,1740.0,26.0,20.0,,,5.75
3692,42.290539628995454,-71.12994501272267,200,7.46,1680.0,18.0,13.0,7.46,1680.0,25.0,20.0,,,5.75
3693,42.29068214182907,-71.13213626399575,200,7.34,1620.0,18.0,13.0,7.34,1620.0,25.0,19.0,,,5.75
3694,42.29085621361021,-71.13432333416934,200,7.52,1680.0,19.0,14.0,7.52,1680.0,25.0,20.0,,,5.75
3695,42.29106177806189,-71.13650539052742,200,7.68,1680.0,19.0,14.0,7.68,1680.0,25.0,20.0,,,5.75
3696,42.29129875691647,-71.13868160226292,200,7.44,1620.0,18.0,13.0,7.44,1620.0,25.0,19.0,,,5.75
3697,42.291567059945436,-71.14085114079411,200,7.52,1680.0,19.0,13.0,7.52,1680.0,25.0,20.0,,,5.75
3698,42.29186658499377,-71.14301318008,200,7.62,1680.0,19.0,14.0,7.62,1680.0,25.0,20.0,,,5.75
3699,42.29219721801879,-71.14516689693498,200,7.69,1680.0,19.0,14.0,7.69,1680.0,25.0,20.0,,,5.75
3700,42.292558833133626,-71.14731147134209,200,7.81,1740.0,19.0,14.0,7.81,1740.0,26.0,20.0,,,5.75
3701,42.29295129265513,-71.14944608676535,200,7.98,1860.0,20.0,14.0,7.98,1860.0,27.0,21.0,,,5.75
3702,42.293374447156296,-71.15156993046055,200,8.09,1860.0,20.0,14.0,8.09,1860.0,27.0,21.0,,,5.75
3703,42.29382813552317,-71.15368219378492,200,8.09,1860.0,20.0,14.0,8.09,1860.0,27.0,21.0,,,5.75
3704,42.29431218501617,-71.15578207250465,200,8.26,1860.0,20.0,15.0,8.26,1860.0,27.0,21.0,,,5.75
3705,42.29482641133587,-71.15786876710149,200,8.35,1800.0,20.0,15.0,8.35,1800.0,27.0,21.0,,,5.75
3706,42.295370618693156,-71.15994148307684,200,8.34,1800.0,20.0,15.0,8.34,1800.0,27.0,21.0,,,5.75
3707,42.295944599883825,-71.16199943125446,200,8.52,1920.0,20.0,15.0,8.52,1920.0,28.0,22.0,,,5.75
3708,42.296548136367385,-71.16404182808087,200,8.96,1980.0,24.0,18.0,8.96,1980.0,24.0,19.0,,,5.75
3709,42.29718099835032,-71.16606789592369,200,8.83,1920.0,24.0,18.0,8.83,1920.0,24.0,19.0,,,5.75
3710,42.29784294487362,-71.1680768633677,200,8.71,1920.0,21.0,15.0,8.71,1920.0,28.0,22.0,,,5.75
3711,42.298533723904455,-71.17006796550858,200,8.79,1920.0,24.0,18.0,8.79,1920.0,24.0,19.0,,,5.75
3712,42.29925307243213,-71.17204044424416,200,8.59,1800.0,23.0,17.0,8.59,1800.0,23.0,18.0,,,5.75
3713,42.30000071656832,-71.17399354856299,200,8.81,1920.0,24.0,18.0,8.81,1920.0,24.0,19.0,,,5.75
3714,42.30077637165122,-71.17592653483038,200,8.79,1860.0,24.0,18.0,8.79,1860.0,24.0,18.0,,,5.75
3715,42.30157974235409,-71.17783866707144,200,8.68,1800.0,23.0,17.0,8.68,1800.0,23.0,18.0,,,5.75
3716,42.302410522797494,-71.17972921725139,200,8.79,1920.0,24.0,18.0,8.79,1920.0,24.0,19.0,,,5.75
3717,42.303268396665935,-71.1815974655527,200,8.88,1980.0,24.0,18.0,8.88,1980.0,24.0,19.0,,,5.75
3718,42.30415303732825,-71.18344270064915,200,9.04,1800.0,24.0,18.0,9.04,1800.0,24.0,19.0,,,5.75
3719,42.305064107961904,-71.18526421997672,200,9.02,1740.0,24.0,18.0,9.02,1740.0,24.0,19.0,,,5.75
3720,42.30600126168132,-71.18706133000099,200,8.78,1740.0,23.0,17.0,8.78,1740.0,23.0,18.0,,,5.75
3721,42.30696414166989,-71.18883334648132,200,8.66,1740.0,23.0,17.0,8.66,1740.0,23.0,18.0,,,5.75
3722,42.30795238131589,-71.19057959473129,200,8.55,1680.0,23.0,17.0,8.55,1680.0,23.0,18.0,,,5.75
3723,42.308965604351975,-71.19229940987556,200,8.55,1740.0,23.0,17.0,8.55,1740.0,23.0,18.0,,,5.75
3724,42.31000342499857,-71.19399213710318,200,8.24,1620.0,22.0,16.0,8.24,1620.0,22.0,17.0,,,5.75
3725,42.31106544811063,-71.19565713191669,200,8.13,1560.0,22.0,16.0,8.13,1560.0,22.0,17.0,,,5.75
3726,42.31215126932817,-71.1972937603776,200,8.06,1620.0,22.0,16.0,8.06,1620.0,22.0,17.0,,,5.75
3727,42.31326047523018,-71.1989013993478,200,8.08,1620.0,22.0,16.0,8.08,1620.0,22.0,17.0,,,5.75
3728,42.31439264349206,-71.20047943672685,200,8.21,1680.0,22.0,16.0,8.21,1680.0,22.0,17.0,,,5.75
3729,42.3155473430464,-71.20202727168483,200,8.2,1560.0,22.0,16.0,8.2,1560.0,22.0,17.0,,,5.75
3730,42.31672413424712,-71.20354431489135,200,8.05,1560.0,22.0,16.0,8.05,1560.0,22.0,17.0,,,5.75
3731,42.31792256903684,-71.20502998873978,200,7.94,1620.0,22.0,16.0,7.94,1620.0,22.0,17.0,,,5.75
3732,42.3191421911175,-71.20648372756723,200,7.81,1680.0,22.0,16.0,7.81,1680.0,22.0,17.0,,,5.75
3733,42.32038253612409,-71.20790497786989,200,8.05,1680.0,22.0,16.0,8.05,1680.0,22.0,17.0,,,5.75
3734,42.32164313180145,-71.20929319851382,200,8.02,1620.0,22.0,16.0,8.02,1620.0,22.0,17.0,,,5.75
3735,42.32292349818407,-71.21064786094094,200,7.97,1680.0,22.0,16.0,7.97,1680.0,22.0,17.0,,,5.75
3736,42.32422314777885,-71.2119684493703,200,7.95,1680.0,22.0,16.0,7.95,1680.0,22.0,17.0,,,5.75
3737,42.32554158575069,-71.21325446099445,200,7.98,1740.0,22.0,16.0,7.98,1740.0,22.0,17.0,,,5.75
3738,42.32687831011092,-71.2145054061709,200,8.3,1680.0,22.0,16.0,8.3,1680.0,22.0,17.0,,,5.75
3739,42.328232811908435,-71.21572080860855,200,8.26,1680.0,22.0,17.0,8.26,1680.0,22.0,17.0,,,5.75
3740,42.329604575423424,-71.21690020554892,200,7.81,1620.0,21.0,16.0,7.81,1620.0,22.0,17.0,,,5.75
3741,42.3309930783638,-71.21804314794258,200,7.84,1680.0,22.0,16.0,7.84,1680.0,22.0,17.0,,,5.75
3742,42.33239779206399,-71.21914920061991,200,7.73,1380.0,20.0,15.0,7.73,1380.0,20.0,16.0,,,5.75
3743,42.33381818168628,-71.22021794245684,200,7.79,1320.0,21.0,15.0,7.79,1320.0,21.0,16.0,,,5.75
3744,42.33525370642441,-71.22124896653531,200,7.86,1320.0,21.0,15.0,7.86,1320.0,21.0,16.0,,,5.75
3745,42.336703819709506,-71.22224188029803,200,5.76,720.0,20.0,15.0,5.76,720.0,20.0,15.0,,,5.75
3746,42.3381679694182,-71.22319630569805,200,7.54,1260.0,20.0,15.0,7.54,1260.0,20.0,15.0,,,5.75
3747,42.33964559808279,-71.22411187934266,200,7.48,1260.0,20.0,15.0,7.48,1260.0,20.0,15.0,,,5.75
3748,42.34113614310354,-71.22498825263177,200,7.4,1320.0,20.0,15.0,7.4,1320.0,20.0,15.0,,,5.75
3749,42.34263903696289,-71.22582509189063,200,8.12,1260.0,21.0,16.0,8.12,1260.0,22.0,17.0,,,5.75
3750,42.34415370744151,-71.22662207849689,200,8.01,1260.0,21.0,16.0,8.01,1260.0,21.0,16.0,,,5.75
3751,42.34567957783618,-71.22737890900186,200,7.87,1200.0,21.0,15.0,7.87,1200.0,21.0,16.0,,,5.75
3752,42.34721606717937,-71.22809529524609,200,7.78,1200.0,21.0,15.0,7.78,1200.0,21.0,16.0,,,5.75
3753,42.34876259046044,-71.22877096446916,200,6.93,1260.0,19.0,14.0,6.93,1260.0,19.0,15.0,,,5.75
3754,42.35031855884838,-71.2294056594133,200,7.94,1260.0,21.0,16.0,7.94,1260.0,21.0,16.0,,,5.75
3755,42.351883379916,-71.22999913842169,200,7.11,1260.0,19.0,14.0,7.11,1260.0,19.0,15.0,,,5.75
3756,42.35345645786549,-71.23055117553007,200,7.23,1260.0,20.0,14.0,7.23,1260.0,19.0,15.0,,,5.75
3757,42.35503719375529,-71.23106156055309,200,7.55,1320.0,23.0,17.0,7.55,1320.0,23.0,18.0,,,5.75
3758,42.35662498572809,-71.23153009916423,200,7.54,1320.0,20.0,15.0,7.54,1320.0,20.0,16.0,,,5.75
3759,42.35821922924006,-71.23195661296974,200,7.53,1320.0,20.0,15.0,7.53,1320.0,20.0,16.0,,,5.75
3760,42.35981931729093,-71.23234093957663,200,7.56,1260.0,20.0,15.0,7.56,1260.0,20.0,15.0,,,5.75
3761,42.36142464065516,-71.23268293265441,200,7.73,1560.0,21.0,16.0,7.73,1560.0,21.0,16.0,,,5.75
3762,42.363034588113905,-71.232982461991,200,7.7,1320.0,20.0,15.0,7.7,1320.0,20.0,16.0,,,5.75
3763,42.36464854668772,-71.23323941354207,200,7.51,1320.0,20.0,15.0,7.51,1320.0,20.0,16.0,,,5.75
3764,42.36626590186994,-71.23345368947459,200,7.56,1320.0,20.0,15.0,7.56,1320.0,20.0,16.0,,,5.75
3765,42.36788603786066,-71.23362520820406,200,7.62,1320.0,20.0,15.0,7.62,1320.0,20.0,16.0,,,5.75
3766,42.36950833780119,-71.23375390442564,200,6.65,1260.0,19.0,14.0,6.65,1260.0,19.0,14.0,,,5.75
3767,42.371132184008935,-71.23383972913881,200,6.62,1260.0,19.0,14.0,6.62,1260.0,19.0,14.0,,,5.75
3768,42.37275695821257,-71.2338826496663,200,6.73,1440.0,20.0,14.0,6.73,1440.0,19.0,15.0,,,5.75
3769,42.37438204178744,-71.2338826496663,200,6.5,1200.0,18.0,13.0,6.5,1200.0,18.0,14.0,,,5.75
3770,42.376006815991076,-71.23383972913881,200,6.42,1200.0,18.0,13.0,6.42,1200.0,18.0,14.0,,,5.75
3771,42.37763066219882,-71.23375390442564,200,6.32,1200.0,18.0,13.0,6.32,1200.0,18.0,14.0,,,5.75
3772,42.37925296213936,-71.23362520820406,200,6.35,1140.0,18.0,13.0,6.35,1140.0,18.0,14.0,,,5.75
3773,42.38087309813007,-71.23345368947459,200,6.4,1260.0,19.0,14.0,6.4,1260.0,19.0,14.0,,,5.75
3774,42.382490453312286,-71.23323941354207,200,6.82,1260.0,19.0,14.0,6.82,1260.0,19.0,15.0,,,5.75
3775,42.3841044118861,-71.232982461991,200,6.11,1080.0,17.0,12.0,6.11,1080.0,17.0,13.0,,,5.75
3776,42.38571435934485,-71.23268293265441,200,6.08,1080.0,17.0,12.0,6.08,1080.0,17.0,13.0,,,5.75
3777,42.38731968270908,-71.23234093957663,200,6.07,1140.0,18.0,13.0,6.07,1140.0,17.0,13.0,,,5.75
3778,42.388919770759934,-71.23195661296974,200,6.09,1140.0,18.0,13.0,6.09,1140.0,17.0,13.0,,,5.75
3779,42.3905140142719,-71.23153009916423,200,6.08,1200.0,18.0,13.0,6.08,1200.0,18.0,14.0,,,5.75
3780,42.39210180624472,-71.23106156055309,200,6.35,1200.0,18.0,13.0,6.35,1200.0,18.0,14.0,,,5.75
3781,42.393682542134506,-71.23055117553007,200,6.43,1140.0,18.0,13.0,6.43,1140.0,18.0,14.0,,,5.75
3782,42.39525562008401,-71.22999913842169,200,6.61,1200.0,18.0,13.0,6.61,1200.0,18.0,14.0,,,5.75
3783,42.396820441151625,-71.2294056594133,200,9.86,1680.0,23.0,17.0,9.86,1680.0,24.0,18.0,,,5.75
3784,42.39837640953957,-71.22877096446916,200,9.76,1560.0,23.0,17.0,9.76,1560.0,23.0,18.0,,,5.75
3785,42.39992293282064,-71.22809529524609,200,9.92,1620.0,23.0,17.0,9.92,1620.0,24.0,18.0,,,5.75
3786,42.40145942216383,-71.22737890900186,200,9.77,1500.0,23.0,17.0,9.77,1500.0,23.0,18.0,,,5.75
3787,42.4029852925585,-71.22662207849689,200,9.74,1560.0,23.0,17.0,9.74,1560.0,23.0,18.0,,,5.75
3788,42.40449996303711,-71.22582509189063,200,6.33,1260.0,18.0,13.0,6.33,1260.0,17.0,13.0,,,5.75
3789,42.406002856896464,-71.22498825263177,200,6.29,1200.0,17.0,13.0,6.29,1200.0,17.0,13.0,,,5.75
3790,42.40749340191722,-71.22411187934266,200,6.18,1200.0,17.0,12.0,6.18,1200.0,17.0,13.0,,,5.75
3791,42.408971030581796,-71.22319630569805,200,6.5,1260.0,18.0,13.0,6.5,1260.0,18.0,13.0,,,5.75
3792,42.41043518029049,-71.22224188029803,200,7.88,1200.0,19.0,14.0,7.88,1200.0,19.0,15.0,,,5.75
3793,42.4118852935756,-71.22124896653531,200,7.63,1200.0,19.0,14.0,7.63,1200.0,19.0,15.0,,,5.75
3794,42.41332081831373,-71.22021794245684,200,7.54,1200.0,19.0,14.0,7.54,1200.0,19.0,14.0,,,5.75
3795,42.414741207936025,-71.21914920061991,200,7.46,1200.0,19.0,14.0,7.46,1200.0,19.0,14.0,,,5.75
3796,42.41614592163621,-71.21804314794258,200,7.27,1080.0,18.0,13.0,7.27,1080.0,18.0,14.0,,,5.75
3797,42.41753442457658,-71.21690020554892,200,7.13,1080.0,18.0,13.0,7.13,1080.0,18.0,14.0,,,5.75
3798,42.41890618809157,-71.21572080860855,200,7.03,1080.0,18.0,13.0,7.03,1080.0,18.0,14.0,,,5.75
3799,42.420260689889076,-71.2145054061709,200,7.02,1080.0,18.0,13.0,7.02,1080.0,18.0,14.0,,,5.75
3800,42.42159741424932,-71.21325446099445,200,7.71,1260.0,19.0,14.0,7.71,1260.0,19.0,15.0,,,5.75
3801,42.42291585222115,-71.2119684493703,200,7.55,1200.0,19.0,14.0,7.55,1200.0,19.0,14.0,,,5.75
3802,42.42421550181594,-71.21064786094094,200,7.44,1140.0,19.0,14.0,7.44,1140.0,19.0,14.0,,,5.75
3803,42.425495868198546,-71.20929319851382,200,7.21,1200.0,19.0,13.0,7.21,1200.0,18.0,14.0,,,5.75
3804,42.426756463875904,-71.20790497786989,200,7.12,1080.0,18.0,13.0,7.12,1080.0,18.0,14.0,,,5.75
3805,42.4279968088825,-71.20648372756723,200,7.07,1080.0,18.0,13.0,7.07,1080.0,18.0,14.0,,,5.75
3806,42.42921643096317,-71.20502998873978,200,7.19,1200.0,18.0,13.0,7.19,1200.0,18.0,14.0,,,5.75
3807,42.43041486575288,-71.20354431489135,200,7.25,1140.0,18.0,13.0,7.25,1140.0,18.0,14.0,,,5.75
3808,42.43159165695359,-71.20202727168483,200,6.92,1200.0,18.0,13.0,6.92,1200.0,18.0,14.0,,,5.75
3809,42.432746356507934,-71.20047943672685,200,7.26,1260.0,19.0,14.0,7.26,1260.0,19.0,14.0,,,5.75
3810,42.433878524769824,-71.1989013993478,200,7.26,1320.0,19.0,14.0,7.26,1320.0,19.0,14.0,,,5.75
3811,42.43498773067184,-71.1972937603776,200,8.51,1620.0,22.0,16.0,8.51,1620.0,22.0,17.0,,,5.75
3812,42.436073551889365,-71.19565713191669,200,7.26,1260.0,19.0,14.0,7.26,1260.0,19.0,14.0,,,5.75
3813,42.437135575001435,-71.19399213710318,200,7.18,1260.0,19.0,13.0,7.18,1260.0,19.0,14.0,,,5.75
3814,42.43817339564803,-71.19229940987556,200,7.15,1260.0,19.0,14.0,7.15,1260.0,19.0,14.0,,,5.75
3815,42.43918661868413,-71.19057959473129,200,7.13,1260.0,19.0,14.0,7.13,1260.0,19.0,14.0,,,5.75
3816,42.44017485833011,-71.18883334648132,200,7.21,1260.0,19.0,14.0,7.21,1260.0,19.0,14.0,,,5.75
3817,42.44113773831868,-71.18706133000099,200,7.33,1320.0,19.0,14.0,7.33,1320.0,19.0,15.0,,,5.75
3818,42.4420748920381,-71.18526421997672,200,7.45,1320.0,19.0,14.0,7.45,1320.0,19.0,15.0,,,5.75
3819,42.442985962671756,-71.18344270064915,200,7.68,1680.0,21.0,15.0,7.68,1680.0,21.0,16.0,,,5.75
3820,42.44387060333407,-71.1815974655527,200,7.75,1680.0,18.0,13.0,7.75,1680.0,21.0,16.0,,,5.75
3821,42.44472847720253,-71.17972921725139,200,7.86,1680.0,18.0,13.0,7.86,1680.0,21.0,16.0,,,5.75
3822,42.44555925764592,-71.17783866707144,200,7.78,1680.0,18.0,13.0,7.78,1680.0,21.0,16.0,,,5.75
3823,42.44636262834877,-71.17592653483038,200,7.67,1500.0,17.0,12.0,7.67,1500.0,19.0,15.0,,,5.75
3824,42.44713828343168,-71.17399354856299,200,7.72,1560.0,18.0,13.0,7.72,1560.0,20.0,16.0,,,5.75
3825,42.44788592756787,-71.17204044424416,200,7.82,1560.0,18.0,13.0,7.82,1560.0,20.0,16.0,,,5.75
3826,42.44860527609556,-71.17006796550858,200,7.98,1620.0,18.0,13.0,7.98,1620.0,21.0,16.0,,,5.75
3827,42.44929605512638,-71.1680768633677,200,8.36,1620.0,18.0,13.0,8.36,1620.0,21.0,17.0,,,5.75
3828,42.449958001649684,-71.16606789592369,200,7.71,1740.0,18.0,13.0,7.71,1740.0,21.0,16.0,,,5.75
3829,42.45059086363264,-71.16404182808087,200,8.45,1500.0,18.0,13.0,8.45,1500.0,21.0,16.0,,,5.75
3830,42.45119440011618,-71.16199943125446,200,7.83,1560.0,18.0,13.0,7.83,1560.0,21.0,16.0,,,5.75
3831,42.45176838130684,-71.15994148307684,200,7.77,1620.0,18.0,13.0,7.77,1620.0,21.0,16.0,,,5.75
3832,42.45231258866413,-71.15786876710149,200,7.63,1620.0,18.0,13.0,7.63,1620.0,20.0,16.0,,,5.75
3833,42.45282681498383,-71.15578207250465,200,7.67,1620.0,18.0,13.0,7.67,1620.0,20.0,16.0,,,5.75
3834,42.453310864476826,-71.15368219378492,200,7.77,1620.0,18.0,13.0,7.77,1620.0,21.0,16.0,,,5.75
3835,42.45376455284371,-71.15156993046055,200,7.88,1560.0,18.0,13.0,7.88,1560.0,21.0,16.0,,,5.75
3836,42.45418770734489,-71.14944608676535,200,8.0,1620.0,18.0,13.0,8.0,1620.0,21.0,16.0,,,5.75
3837,42.454580166866386,-71.14731147134209,200,7.96,1620.0,18.0,13.0,7.96,1620.0,21.0,16.0,,,5.75
3838,42.45494178198121,-71.14516689693498,200,8.02,1620.0,18.0,13.0,8.02,1620.0,21.0,16.0,,,5.75
3839,42.45527241500624,-71.14301318008,200,8.05,1620.0,18.0,13.0,8.05,1620.0,21.0,16.0,,,5.75
3840,42.45557194005456,-71.14085114079411,200,8.17,1620.0,18.0,13.0,8.17,1620.0,21.0,16.0,,,5.75
3841,42.45584024308353,-71.13868160226292,200,8.32,1620.0,18.0,13.0,8.32,1620.0,21.0,17.0,,,5.75
3842,42.456077221938116,-71.13650539052742,200,8.44,1620.0,19.0,13.0,8.44,1620.0,22.0,17.0,,,5.75
3843,42.45628278638979,-71.13432333416934,200,8.82,1860.0,20.0,14.0,8.82,1860.0,23.0,18.0,,,5.75
3844,42.45645685817093,-71.13213626399575,200,8.78,1680.0,19.0,14.0,8.78,1680.0,22.0,17.0,,,5.75
3845,42.45659937100455,-71.12994501272267,200,7.4,1620.0,17.0,12.0,7.4,1620.0,20.0,16.0,,,5.75
3846,42.456710270629614,-71.12775041465811,200,7.37,1620.0,17.0,12.0,7.37,1620.0,20.0,16.0,,,5.75
3847,42.45678951482165,-71.12555330538426,200,7.41,1620.0,17.0,13.0,7.41,1620.0,20.0,16.0,,,5.75
3848,42.45683707340882,-71.12335452143957,200,7.78,1800.0,18.0,13.0,7.78,1800.0,21.0,17.0,,,5.75
3849,42.45685292828343,-71.12115490000002,200,7.82,1800.0,18.0,13.0,7.82,1800.0,21.0,17.0,,,6.0
3850,42.46045875261027,-71.11895526717021,200,8.0,1800.0,19.0,13.0,8.0,1800.0,22.0,17.0,,,6.0
3851,42.46041317504086,-71.11675640350401,200,7.96,1800.0,19.0,13.0,7.96,1800.0,22.0,17.0,,,6.0
3852,42.460337230133696,-71.11455907789603,200,7.96,1620.0,18.0,13.0,7.96,1620.0,21.0,16.0,,,6.0
3853,42.46023094444504,-71.11236405870311,200,7.95,1620.0,18.0,13.0,7.95,1620.0,21.0,16.0,,,6.0
3854,42.460094355140704,-71.1101721134755,200,7.59,1560.0,17.0,13.0,7.59,1560.0,20.0,16.0,,,6.0
3855,42.45992750998297,-71.10798400868866,200,7.6,1560.0,17.0,13.0,7.6,1560.0,20.0,16.0,,,6.0
3856,42.459730467313946,-71.10580050947502,200,7.61,1500.0,17.0,12.0,7.61,1500.0,20.0,15.0,,,6.0
3857,42.45950329603517,-71.10362237935664,200,7.64,1680.0,15.0,10.0,7.64,1680.0,21.0,16.0,,,6.0
3858,42.45924607558345,-71.10145037997808,200,7.69,1680.0,15.0,10.0,7.69,1680.0,21.0,16.0,,,6.0
3859,42.4589588959032,-71.09928527084008,200,7.72,1740.0,15.0,10.0,7.72,1740.0,21.0,16.0,,,6.0
3860,42.458641857414854,-71.09712780903413,200,7.72,1560.0,15.0,10.0,7.72,1560.0,20.0,16.0,,,6.0
3861,42.458295070979865,-71.09497874897747,200,8.73,1380.0,15.0,11.0,8.73,1380.0,21.0,16.0,,,6.0
3862,42.4579186578619,-71.09283884214949,200,8.81,1620.0,22.0,17.0,8.81,1620.0,22.0,17.0,,,6.0
3863,42.457512749684376,-71.09070883682897,200,7.86,1740.0,21.0,16.0,7.86,1740.0,21.0,17.0,,,6.0
3864,42.457077488384535,-71.08858947783222,200,7.79,1620.0,21.0,15.0,7.79,1620.0,21.0,16.0,,,6.0
3865,42.45661302616378,-71.08648150625284,200,8.02,1740.0,22.0,16.0,8.02,1740.0,22.0,17.0,,,6.0
3866,42.45611952543437,-71.0843856592025,200,8.13,1560.0,21.0,16.0,8.13,1560.0,21.0,17.0,,,6.0
3867,42.45559715876278,-71.08230266955314,200,8.24,1560.0,21.0,16.0,8.24,1560.0,21.0,17.0,,,6.0
3868,42.455046108809206,-71.0802332656808,200,8.35,1620.0,22.0,16.0,8.35,1620.0,22.0,17.0,,,6.0
3869,42.4544665682638,-71.07817817121087,200,8.33,1560.0,21.0,16.0,8.33,1560.0,21.0,17.0,,,6.0
3870,42.45385873977924,-71.07613810476501,200,8.45,1740.0,22.0,16.0,8.45,1740.0,22.0,17.0,,,6.0
3871,42.453222835899865,-71.07411377970992,200,8.75,1800.0,23.0,17.0,8.75,1800.0,23.0,18.0,,,6.0
3872,42.452559078987434,-71.07210590390791,200,8.68,1740.0,22.0,17.0,8.68,1740.0,22.0,17.0,,,6.0
3873,42.451867701143186,-71.07011517946928,200,8.8,1740.0,23.0,17.0,8.8,1740.0,23.0,18.0,,,6.0
3874,42.451148944126906,-71.06814230250698,200,8.92,1860.0,23.0,17.0,8.92,1860.0,23.0,18.0,,,6.0
3875,42.450403059272226,-71.066187962893,200,9.07,1920.0,17.0,12.0,9.07,1920.0,23.0,18.0,,,6.0
3876,42.4496303073988,-71.06425284401723,200,9.19,1860.0,17.0,12.0,9.19,1860.0,23.0,18.0,,,6.0
3877,42.448830958721096,-71.06233762254855,200,9.45,1980.0,18.0,13.0,9.45,1980.0,24.0,19.0,,,6.0
3878,42.44800529275389,-71.06044296819805,200,9.44,2100.0,18.0,13.0,9.44,2100.0,25.0,19.0,,,6.0
